Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly) 
 02/05  09:00:00,1.07562949738,6.20987088083,0.0,4.93755511854,0.132205370958,0.132205370958,0.132205370958,0.1994945911,0.041333037228,0.301038229845,0.386210268249,1.24571212849
 02/05  10:00:00,0.96145430242,5.82396887742,0.0,4.66694388432,0.124959627317,0.124959627317,0.124959627317,0.0973144732719,0.0201624582272,0.37497357455,0.328696169054,1.13438314944
 02/05  11:00:00,0.993473362657,6.69897150451,0.0,5.67729609676,0.152012285128,0.152012285128,0.152012285128,0.0778515511019,0.0161299608809,0.395705006816,0.336426558731,0.998501065413
 02/05  12:00:00,0.988715245302,5.72858485703,0.0,4.83037078165,0.129335459701,0.129335459701,0.129335459701,0.0778515511019,0.0161299608809,0.413520643025,0.336529630593,0.875032633055
 02/05  13:00:00,0.962377212663,5.38313068285,0.0,4.57966744184,0.122622759337,0.122622759337,0.122622759337,0.0778515511019,0.0161299608809,0.39956426318,0.330860678163,0.780672297712
 02/05  14:00:00,0.931682910949,5.17908816478,0.0,4.43346594902,0.118708145297,0.118708145297,0.118708145297,0.0778515511019,0.0161299608809,0.361343598785,0.342301654885,0.72204317442
 02/05  15:00:00,0.92575518983,5.07240172969,0.0,4.38083724865,0.117298986981,0.117298986981,0.117298986981,0.0827172644472,0.0171380816544,0.331676763602,0.361576093145,0.666657743011
 02/05  16:00:00,0.971715392212,5.08312114527,0.0,4.38404897688,0.117384982522,0.117384982522,0.117384982522,0.0973144732719,0.0201624582272,0.339830371887,0.381675106305,0.672780933799
 02/05  17:00:00,1.15411491748,5.09536672195,0.0,4.32042974937,0.115681547649,0.115681547649,0.115681547649,0.150837388859,0.0312518152405,0.389541408607,0.45145475712,0.743839049956
 02/05  18:00:00,1.538318689,6.21800792777,0.0,5.2951215758,0.141779381778,0.141779381778,0.141779381778,0.291943351027,0.0604873746817,0.48031520192,0.548445379597,0.885107345964
 02/05  19:00:00,1.79343420917,5.36600099444,0.0,4.30057102801,0.115149821003,0.115149821003,0.115149821003,0.501169368817,0.103836653457,0.432484217059,0.595446148832,1.02441336848
 02/05  20:00:00,1.85995464101,5.0236689146,0.0,3.92738530272,0.105157596903,0.105157596903,0.105157596903,0.642275330985,0.133072212898,0.349483984996,0.61461751523,1.05394641721
 02/05  21:00:00,1.79036217197,4.98673717391,0.0,3.96471814516,0.106157201397,0.106157201397,0.106157201397,0.598483842089,0.123999111684,0.310626769787,0.635747247013,0.978226337709
 02/05  22:00:00,1.63825268089,4.99131426454,0.0,4.0716399004,0.109020081907,0.109020081907,0.109020081907,0.496303655472,0.102828532683,0.293847511999,0.620904898834,0.876904070552
 02/05  23:00:00,1.35616844116,5.3531870238,0.0,4.59442018401,0.123017770979,0.123017770979,0.123017770979,0.369794902129,0.0766173355626,0.234076814023,0.537313618463,0.721754631873
 02/05  24:00:00,1.0790549702,5.59002991419,0.0,5.0087998533,0.13411298239,0.13411298239,0.13411298239,0.257883288821,0.0534305150148,0.151364647498,0.466915536473,0.549067140923
 02/06  01:00:00,0.790890599803,5.77450076683,0.0,5.39512974171,0.144457147667,0.144457147667,0.144457147667,0.131374466689,0.0272193178942,0.0862813993051,0.386210268249,0.35276739131
 02/06  02:00:00,0.693312212966,6.13983348572,0.0,5.83489098543,0.156231962725,0.156231962725,0.156231962725,0.0778515511019,0.0161299608809,0.07215281313,0.355597925129,0.280447561238
 02/06  03:00:00,0.654113154942,6.37431585466,0.0,6.08940188892,0.163046612405,0.163046612405,0.163046612405,0.0535229499812,0.0110893513124,0.0596311906089,0.351475050635,0.26070302598
 02/06  04:00:00,0.645004618163,6.48946925699,0.0,6.19922795382,0.165987257178,0.165987257178,0.165987257178,0.0535229499812,0.0110893513124,0.0525294584498,0.346527601241,0.266371162562
 02/06  05:00:00,0.643414621978,6.58222902524,0.0,6.23501401498,0.166945445872,0.166945445872,0.166945445872,0.0535229499812,0.0110893513124,0.06307140009,0.333437474722,0.324246567406
 02/06  06:00:00,0.699770539474,6.80033729799,0.0,6.19767932284,0.165945791852,0.165945791852,0.165945791852,0.0583886702053,0.0120974749363,0.0759011793751,0.372089423106,0.577027038924
 02/06  07:00:00,0.872674958317,7.15286688966,0.0,6.07426076659,0.162641201701,0.162641201701,0.162641201701,0.111911613308,0.0231868205478,0.129674584873,0.429912737888,1.04899209674
 02/06  08:00:00,1.13927871764,7.73182518615,0.0,6.52094021797,0.174601255038,0.174601255038,0.174601255038,0.223823226615,0.0463736553479,0.207318086672,0.456814493963,1.17941784648
 02/06  09:00:00,1.08008070463,7.48746566225,0.0,6.3152528691,0.169093879099,0.169093879099,0.169093879099,0.1994945911,0.041333037228,0.268600928953,0.386210268249,1.14560915934
 02/06  10:00:00,0.959005392906,7.32198301599,0.0,6.25728553227,0.167541776269,0.167541776269,0.167541776269,0.0973144732719,0.0201624582272,0.329942516084,0.328696169054,1.04205564006
 02/06  11:00:00,0.960166147165,7.2772909932,0.0,6.334950741,0.169621298924,0.169621298924,0.169621298924,0.0778515511019,0.0161299608809,0.344788777527,0.336426558731,0.919165909861
 02/06  12:00:00,0.971569297441,6.98275725174,0.0,6.15034045717,0.164678271359,0.164678271359,0.164678271359,0.0778515511019,0.0161299608809,0.361031883506,0.336529630593,0.809235352243
 02/06  13:00:00,0.938420340383,6.21683276057,0.0,5.47054374185,0.146476393149,0.146476393149,0.146476393149,0.0778515511019,0.0161299608809,0.351753757089,0.330860678163,0.723498075428
 02/06  14:00:00,0.915710400204,6.16090557108,0.0,5.46483978713,0.146323667066,0.146323667066,0.146323667066,0.0778515511019,0.0161299608809,0.31775556627,0.342301654885,0.67248674261
 02/06  15:00:00,0.898193581178,5.45950297054,0.0,4.81272369069,0.128862950503,0.128862950503,0.128862950503,0.0827172644472,0.0171380816544,0.292551191427,0.361576093145,0.621872541826
 02/06  16:00:00,0.9542194481,5.76920652776,0.0,5.11468141645,0.136948011265,0.136948011265,0.136948011265,0.0973144732719,0.0201624582272,0.302771399031,0.381675106305,0.628233876733
 02/06  17:00:00,1.14696786175,6.11523817284,0.0,5.3949528448,0.144452411168,0.144452411168,0.144452411168,0.150837388859,0.0312518152405,0.353623489359,0.45145475712,0.689187405421
 02/06  18:00:00,1.53760073256,7.4457980145,0.0,6.58861784786,0.176413355551,0.176413355551,0.176413355551,0.291943351027,0.0604873746817,0.444963271704,0.548445379597,0.819401160632
 02/06  19:00:00,1.78839134782,6.37394890281,0.0,5.39364059988,0.144417275191,0.144417275191,0.144417275191,0.501169368817,0.103836653457,0.398173901519,0.595446148832,0.939291704981
 02/06  20:00:00,1.85628133991,6.07035227391,0.0,5.06915612177,0.135729049993,0.135729049993,0.135729049993,0.642275330985,0.133072212898,0.315239230802,0.61461751523,0.958858957479
 02/06  21:00:00,1.78389111644,5.95627261017,0.0,5.02480456814,0.134541516191,0.134541516191,0.134541516191,0.598483842089,0.123999111684,0.275771399459,0.635747247013,0.887675350987
 02/06  22:00:00,1.63170534601,6.00061978152,0.0,5.15694372318,0.138079604494,0.138079604494,0.138079604494,0.496303655472,0.102828532683,0.258240654531,0.620904898834,0.800905764754
 02/06  23:00:00,1.35223134081,6.20315134259,0.0,5.50406282949,0.147373882556,0.147373882556,0.147373882556,0.369794902129,0.0766173355626,0.205783602099,0.537313618463,0.662076305184
 02/06  24:00:00,1.08406009982,6.32001333408,0.0,5.77591890282,0.154652957353,0.154652957353,0.154652957353,0.257883288821,0.0534305150148,0.135829802162,0.466915536473,0.511931511284
 02/07  01:00:00,0.810705925818,6.51472958977,0.0,6.13518488227,0.164272473681,0.164272473681,0.164272473681,0.131374466689,0.0272193178942,0.0862813993051,0.386210268249,0.352941073685
 02/07  02:00:00,0.709678880609,6.75120105426,0.0,6.44614696546,0.172598630367,0.172598630367,0.172598630367,0.0778515511019,0.0161299608809,0.07215281313,0.355597925129,0.280559149749
 02/07  03:00:00,0.668013549997,6.893545773,0.0,6.6085484732,0.176947007461,0.176947007461,0.176947007461,0.0535229499812,0.0110893513124,0.0596311906089,0.351475050635,0.260786360036
 02/07  04:00:00,0.660875285617,7.08229816278,0.0,6.79195951043,0.181857924632,0.181857924632,0.181857924632,0.0535229499812,0.0110893513124,0.0525294584498,0.346527601241,0.266468511739
 02/07  05:00:00,0.659949312152,7.19978906678,0.0,6.85254523561,0.183480136046,0.183480136046,0.183480136046,0.0535229499812,0.0110893513124,0.06307140009,0.333437474722,0.324275388319
 02/07  06:00:00,0.715339290939,7.38181829939,0.0,6.77913503772,0.181514543316,0.181514543316,0.181514543316,0.0583886702053,0.0120974749363,0.0759011793751,0.372089423106,0.577052325445
 02/07  07:00:00,0.899542942723,8.15637908031,0.0,7.07771586804,0.189509186107,0.189509186107,0.189509186107,0.111911613308,0.0231868205478,0.129674584873,0.429912737888,1.04904918595
 02/07  08:00:00,1.13679546884,7.63914289178,0.0,6.4281968013,0.172118006242,0.172118006242,0.172118006242,0.223823226615,0.0463736553479,0.207318086672,0.456814493963,1.17947896877
 02/07  09:00:00,1.0802131179,7.49250332863,0.0,6.3201981889,0.169226292372,0.169226292372,0.169226292372,0.1994945911,0.041333037228,0.268600928953,0.386210268249,1.14570150592
 02/07  10:00:00,0.969358455036,7.70870471718,0.0,6.6439476969,0.177894838399,0.177894838399,0.177894838399,0.0973144732719,0.0201624582272,0.329942516084,0.328696169054,1.04211517662
 02/07  11:00:00,0.994095788276,8.54445846869,0.0,7.60214186889,0.203550940035,0.203550940035,0.203550940035,0.0778515511019,0.0161299608809,0.344788777527,0.336426558731,0.919142257463
 02/07  12:00:00,0.983297349009,7.42074337709,0.0,6.58835519616,0.176406322928,0.176406322928,0.176406322928,0.0778515511019,0.0161299608809,0.361031883506,0.336529630593,0.809206738611
 02/07  13:00:00,0.95238921618,6.73856198563,0.0,5.99224791837,0.160445268945,0.160445268945,0.160445268945,0.0778515511019,0.0161299608809,0.351753757089,0.330860678163,0.723523123965
 02/07  14:00:00,0.923728736949,6.46035867917,0.0,5.7643055301,0.154342003812,0.154342003812,0.154342003812,0.0778515511019,0.0161299608809,0.31775556627,0.342301654885,0.672474107735
